Step,E_pot,E_kin,Temp,AddedToTrainingSet
288,-125.8488,2.7030,522.8,False
289,-125.8502,2.6965,521.5,False
290,-125.8514,2.6973,521.7,False
291,-125.8521,2.7122,524.6,False
292,-125.8524,2.6958,521.4,False
293,-125.8524,2.6296,508.6,False
294,-125.8521,2.6578,514.0,False
295,-125.8519,2.6229,507.3,False
296,-125.8848,2.5681,496.7,True
297,-125.8515,2.5076,485.0,False
298,-125.8507,2.4639,476.5,False
299,-125.8491,2.4688,477.5,False
300,-125.8476,2.3567,455.8,False
301,-125.8464,2.3246,449.6,False
302,-125.8454,2.3716,458.7,False
303,-125.8446,2.3768,459.7,False
304,-125.8437,2.3957,463.4,False
305,-125.8426,2.3880,461.9,False
306,-125.8827,2.3506,454.6,True
307,-125.8402,2.3778,459.9,False
308,-125.8383,2.3592,456.3,False
309,-125.8365,2.4056,465.3,False
310,-125.8348,2.3552,455.5,False
311,-125.8331,2.4197,468.0,False
312,-125.8307,2.4583,475.5,False
313,-125.8273,2.5171,486.8,False
314,-125.8240,2.4867,480.9,False
315,-125.8205,2.5579,494.7,False
316,-125.8680,2.5635,495.8,True
317,-125.8120,2.5426,491.8,False
318,-125.8075,2.5141,486.2,False
319,-125.8033,2.4785,479.4,False
320,-125.7991,2.4131,466.7,False
321,-125.7949,2.4667,477.1,False
322,-125.7906,2.5029,484.1,False
323,-125.7862,2.4847,480.6,False
324,-125.7818,2.4949,482.5,False
325,-125.7765,2.5167,486.8,False
326,-125.8330,2.5197,487.3,True
327,-125.7649,2.6250,507.7,False
328,-125.7592,2.6998,522.2,False
329,-125.7532,2.7143,525.0,False
330,-125.7461,2.7147,525.1,False
331,-125.7379,2.7044,523.1,False
332,-125.7298,2.6998,522.2,False
333,-125.7218,2.6368,510.0,False
334,-125.7147,2.5882,500.6,False
335,-125.7080,2.5430,491.8,False
336,-125.7711,2.4838,480.4,True
337,-125.6945,2.4381,471.6,False
338,-125.6872,2.4391,471.7,False
339,-125.6792,2.4734,478.4,False
340,-125.6714,2.4495,473.7,False
341,-125.6636,2.5049,484.5,False
342,-125.6558,2.4576,475.3,False
343,-125.6477,2.4940,482.4,False
344,-125.6399,2.4727,478.2,False
345,-125.6330,2.4439,472.7,False
346,-125.7019,2.4613,476.0,True
347,-125.6207,2.4853,480.7,False
348,-125.6146,2.5128,486.0,False
349,-125.6085,2.5197,487.3,False
350,-125.6016,2.5326,489.8,False
351,-125.5941,2.5475,492.7,False
352,-125.5878,2.5736,497.8,False
353,-125.5815,2.5956,502.0,False
354,-125.5756,2.5212,487.6,False
355,-125.5699,2.5396,491.2,False
356,-125.6445,2.5168,486.8,True
357,-125.5609,2.5603,495.2,False
358,-125.5569,2.5353,490.3,False
359,-125.5536,2.6165,506.1,False
360,-125.5510,2.6472,512.0,False
361,-125.5485,2.6303,508.7,False
362,-125.5467,2.6430,511.2,False
363,-125.5454,2.5565,494.5,False
364,-125.5443,2.5619,495.5,False
365,-125.5433,2.5942,501.7,False
366,-125.6235,2.6235,507.4,True
367,-125.5419,2.6904,520.3,False
368,-125.5408,2.6662,515.7,False
369,-125.5390,2.7159,525.3,False
370,-125.5368,2.7863,538.9,False
371,-125.5350,2.7964,540.8,False
372,-125.5337,2.7862,538.9,False
373,-125.5330,2.7897,539.6,False
374,-125.5325,2.7033,522.8,False
375,-125.5322,2.6854,519.4,False
376,-125.6101,2.7364,529.3,True
377,-125.5311,2.7108,524.3,False
378,-125.5308,2.7227,526.6,False
379,-125.5303,2.7385,529.6,False
380,-125.5290,2.7868,539.0,False
381,-125.5274,2.6442,511.4,False
382,-125.5257,2.6196,506.7,False
383,-125.5244,2.6596,514.4,False
