Step,E_pot,E_kin,Temp,AddedToTrainingSet
343,-339.0905,8.8941,1075.1,False
344,-338.9655,8.6479,1045.4,False
345,-338.8365,8.5157,1029.4,False
346,-338.7074,8.4817,1025.3,False
347,-338.5825,8.3076,1004.2,False
348,-338.4766,8.1537,985.6,False
349,-338.3824,8.1963,990.8,False
350,-338.3031,8.0081,968.0,False
351,-338.2297,7.9339,959.1,False
352,-338.1803,7.7876,941.4,False
353,-338.1562,7.5561,913.4,False
354,-338.1570,7.5510,912.8,False
355,-338.1893,7.7186,933.0,False
356,-338.2363,7.6405,923.6,False
357,-338.3066,7.7654,938.7,False
358,-338.3934,7.8096,944.0,False
359,-338.5013,7.9074,955.8,False
360,-338.6218,8.0018,967.3,False
361,-338.7345,8.0989,979.0,False
362,-338.8419,8.2873,1001.8,False
363,-338.9560,8.4255,1018.5,False
364,-339.0573,8.6050,1040.2,False
365,-339.1411,8.5210,1030.0,False
366,-339.1997,8.6641,1047.3,False
367,-339.2381,8.7560,1058.4,False
368,-339.2518,8.7180,1053.8,False
369,-339.2374,8.6138,1041.2,False
370,-339.1940,8.5856,1037.8,False
371,-339.1130,8.3693,1011.7,False
372,-339.0088,8.2659,999.2,False
373,-338.8881,8.2060,991.9,False
374,-338.7454,8.1595,986.3,False
375,-338.5879,8.0685,975.3,False
376,-338.4146,7.9785,964.5,False
377,-338.2385,7.9186,957.2,False
378,-338.0499,7.6897,929.5,False
379,-337.8617,7.5782,916.1,False
380,-337.6843,7.3729,891.2,False
381,-337.5303,7.2039,870.8,False
382,-337.3973,7.2347,874.5,False
383,-337.2913,7.2564,877.2,False
384,-337.2127,7.2710,878.9,False
385,-337.1732,7.3126,884.0,False
386,-337.1695,7.2500,876.4,False
387,-337.2062,7.3440,887.7,False
388,-337.2849,7.3481,888.2,False
389,-337.4030,7.4813,904.3,False
390,-337.5509,7.7843,941.0,False
391,-337.7294,8.0205,969.5,False
392,-337.9336,8.2327,995.2,False
393,-338.1381,8.4681,1023.6,False
394,-338.3368,8.7655,1059.6,False
395,-338.5236,9.0370,1092.4,False
396,-338.6870,9.1829,1110.0,False
397,-338.8307,9.1286,1103.5,False
398,-338.9533,9.2420,1117.2,False
399,-339.0522,9.1982,1111.9,False
400,-339.1266,9.0421,1093.0,False
401,-339.1823,8.7244,1054.6,False
402,-339.2202,8.7498,1057.7,False
403,-339.2549,8.8988,1075.7,False
404,-339.2797,8.9968,1087.5,False
405,-339.2893,9.0447,1093.3,False
406,-339.2929,9.0847,1098.2,False
407,-339.2768,8.9078,1076.8,False
408,-339.2451,8.9094,1077.0,False
409,-339.2067,8.9209,1078.4,False
410,-339.1635,8.8542,1070.3,False
411,-339.1041,8.8350,1068.0,False
412,-339.0334,8.6751,1048.6,False
413,-338.9515,8.7653,1059.6,False
414,-338.8645,8.7869,1062.2,False
415,-338.7722,8.7446,1057.1,False
416,-338.6728,8.7017,1051.9,False
417,-338.5664,8.6577,1046.5,False
418,-338.4479,8.4750,1024.5,False
419,-338.3232,8.4493,1021.4,False
420,-338.2032,8.3634,1011.0,False
421,-338.0978,8.3486,1009.2,False
422,-338.0014,8.2597,998.4,False
423,-337.9159,8.0718,975.7,False
424,-337.8380,8.2044,991.8,False
425,-337.7645,8.1381,983.7,False
426,-337.7033,8.0312,970.8,False
427,-337.6509,7.9741,963.9,False
