Step,E_pot,E_kin,Temp,AddedToTrainingSet
684,-126.3727,1.4875,287.7,False
685,-126.3684,1.4910,288.4,False
686,-126.3642,1.5073,291.5,False
687,-126.3603,1.4600,282.4,False
688,-126.3566,1.4692,284.2,False
689,-126.3530,1.4793,286.1,False
690,-126.3494,1.5132,292.7,False
691,-126.3458,1.5147,293.0,False
692,-126.3422,1.4795,286.1,False
693,-126.3392,1.4579,282.0,False
694,-126.3366,1.4794,286.1,False
695,-126.3339,1.4765,285.6,False
696,-126.3309,1.4764,285.6,False
697,-126.3277,1.4572,281.8,False
698,-126.3246,1.4823,286.7,False
699,-126.3214,1.4869,287.6,False
700,-126.3181,1.4831,286.8,False
701,-126.3150,1.4691,284.1,False
702,-126.3123,1.4445,279.4,False
703,-126.3098,1.4488,280.2,False
704,-126.3076,1.4869,287.6,False
705,-126.3056,1.4628,282.9,False
706,-126.3036,1.4693,284.2,False
707,-126.3020,1.4877,287.7,False
708,-126.3004,1.5062,291.3,False
709,-126.2988,1.5395,297.7,False
710,-126.2975,1.5585,301.4,False
711,-126.2963,1.5262,295.2,False
712,-126.2954,1.5165,293.3,False
713,-126.2944,1.5009,290.3,False
714,-126.2940,1.5383,297.5,False
715,-126.2941,1.5359,297.1,False
716,-126.2944,1.5482,299.4,False
717,-126.2945,1.5710,303.9,False
718,-126.2948,1.5692,303.5,False
719,-126.2953,1.5726,304.2,False
720,-126.2958,1.5828,306.1,False
721,-126.2964,1.5435,298.5,False
722,-126.2974,1.5505,299.9,False
723,-126.2985,1.5544,300.6,False
724,-126.2998,1.5902,307.6,False
725,-126.3012,1.6359,316.4,False
726,-126.3027,1.6492,319.0,False
727,-126.3041,1.6330,315.8,False
728,-126.3057,1.6020,309.8,False
729,-126.3071,1.6179,312.9,False
730,-126.3082,1.6446,318.1,False
731,-126.3092,1.6621,321.5,False
